id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
11,Juliana Santos,524.837.961-09,702486310,portocarolina@example.com,+55 (061) 0483 8794,Endereço Anonimizado,Cidade Anonimizada,Maranhão,32900-809,1982-12-07,36-45,Broker/Corretor da bolsa de valores,Freitas Cardoso - ME,Médio,1.99,75.4,19.0,74492,5473744139415830,814,13,2021-07-16 22:36:16
12,Noah Porto,306.489.157-00,420671353,leonardo87@example.net,84 3341-6189,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,97082-771,1950-01-20,65+,Luthier,Siqueira Lima S.A.,Alto,1.97,92.4,23.8,84841,5513620797799347,765,20,2020-11-30 13:04:46
13,Felipe Fernandes,195.648.237-73,582430719,ester05@example.net,+55 (021) 1369-2450,Endereço Anonimizado,Cidade Anonimizada,Pará,21668-634,1949-12-28,65+,Zelador,Peixoto,Alto,1.91,72.6,19.9,28481,4591871138558517452,682,10,2021-02-03 02:08:56
14,Dr. Diogo Siqueira,830.246.715-44,058341766,lucas43@example.com,84 4759-6692,Endereço Anonimizado,Cidade Anonimizada,Sergipe,50585-026,1950-07-20,65+,Técnico em taquigrafia,da Cunha S/A,Médio,1.8,92.6,28.6,77593,343309218788413,589,18,2021-07-07 11:37:39
15,Srta. Bella da Costa,071.864.523-53,450127382,rodrigopastor@example.net,+55 (031) 4908-3502,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,80956830,1957-04-29,65+,Arranjador musical,Nogueira,Alto,1.79,113.5,35.4,60102,4662902030672264362,347,12,2022-04-09 13:20:34
16,Sophie Moura,160.249.375-80,615073487,luiz-henrique97@example.org,84 7951 2843,Endereço Anonimizado,Cidade Anonimizada,Acre,23098-010,1962-11-22,56-65,Mecânico,Brito,Alto,1.54,69.8,29.4,52211,4975652425232056,467,19,2022-01-29 14:16:21
17,Luigi Cardoso,314.506.978-01,476215389,joao-pedronascimento@example.net,+55 71 9377 3903,Endereço Anonimizado,Cidade Anonimizada,Bahia,15918-067,1976-09-30,46-55,Engenheiro de controle e automação,Siqueira Alves S/A,Médio,1.75,51.6,16.8,25758,2273931522932567,682,6,2021-12-03 04:07:57
18,Luiz Gustavo Moura,371.684.592-28,280637159,mendesmaria-clara@example.com,+55 (084) 8715-1888,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,30900868,1983-10-03,36-45,Engenheiro aeronáutico,da Conceição Cardoso - ME,Alto,1.64,59.9,22.3,55170,2277929039836822,315,11,2022-12-29 13:34:35
19,Noah Pastor,340.295.781-79,832057642,oliveirajoao-guilherme@example.net,+55 (081) 1593-9758,Endereço Anonimizado,Cidade Anonimizada,Roraima,22648-669,2006-08-01,18-25,Dublê,Cunha - EI,Alto,1.65,113.9,41.8,52415,4551299518819,838,1,2023-06-09 15:17:59
20,Dr. Anthony Gabriel da Paz,749.683.510-20,130472864,anapereira@example.com,+55 11 0985-0053,Endereço Anonimizado,Cidade Anonimizada,Goiás,67976-398,1965-07-14,56-65,Tecnólogo em silvicultura,da Conceição Moreira S/A,Alto,1.57,90.2,36.6,48881,6585724272100335,755,10,2025-07-18 04:01:24
21,Caio Novaes,539.624.017-25,187256408,ottocavalcanti@example.org,(011) 6639-0038,Endereço Anonimizado,Cidade Anonimizada,Bahia,14173-384,2002-12-28,18-25,Rebarbador de metal,Rezende,Alto,1.64,75.6,28.1,8645,562091596337,492,19,2022-08-29 12:58:24
22,Srta. Emanuella Cavalcante,529.670.413-43,82316570X,amartins@example.org,+55 (041) 3324 1158,Endereço Anonimizado,Cidade Anonimizada,Alagoas,46600975,1983-09-02,36-45,Tosador,Garcia,Alto,1.94,57.3,15.2,33688,3543340673069306,351,13,2024-09-20 03:10:09
23,Ágatha Moura,694.528.031-42,302714583,carolina09@example.org,+55 11 3055 7574,Endereço Anonimizado,Cidade Anonimizada,Rondônia,01281-789,1976-10-28,46-55,Webdesigner,Vasconcelos Almeida e Filhos,Alto,1.96,79.0,20.6,55707,4211759239820912653,567,20,2021-12-21 09:55:01
24,Theodoro Vieira,315.672.094-16,327164086,albuquerquealexia@example.net,0800-700-9541,Endereço Anonimizado,Cidade Anonimizada,Paraíba,53128-099,2002-08-13,18-25,Cardiologista,Machado Almeida S.A.,Alto,1.76,92.1,29.7,79045,180019036067793,431,1,2021-12-24 19:11:04
25,José Albuquerque,605.189.234-60,406318578,pintootavio@example.net,+55 84 4809 7278,Endereço Anonimizado,Cidade Anonimizada,Paraíba,33503305,1949-11-12,65+,Coreógrafo,Almeida Costela - EI,Médio,1.55,75.5,31.4,15378,3544196602596937,666,13,2024-10-16 13:09:14
26,Julia Cunha,639.270.451-52,650341727,ceciliaaparecida@example.com,+55 61 0267-8183,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,55088097,1957-05-01,65+,Policial civil,Macedo Barros Ltda.,Médio,1.9,80.4,22.3,53452,345789056249396,415,5,2023-11-22 23:00:47
27,Hellena Pires,468.013.795-93,258407633,pietracamargo@example.org,(061) 8332 7439,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,25343-361,1996-04-05,26-35,Naturólogo,da Conceição,Alto,1.95,74.8,19.7,73884,3591508322742801,543,12,2024-07-18 16:54:27
28,Giovanna Vieira,941.250.387-32,70623814X,marqueslarissa@example.org,+55 51 0541 0530,Endereço Anonimizado,Cidade Anonimizada,Ceará,02378-770,1977-02-22,46-55,Engenheiro de processos,Rezende S/A,Médio,1.89,88.4,24.7,38680,6597173987458701,688,7,2025-05-15 22:16:36
29,Ana Leão,906.328.415-24,126037486,ribeirosara@example.org,+55 41 4055 4622,Endereço Anonimizado,Cidade Anonimizada,Piauí,85272-995,2007-06-13,18-25,Policial militar,Aparecida,Alto,1.5,75.1,33.4,56682,4530659794418,777,19,2022-04-06 09:39:13
30,Raul da Mata,751.649.320-16,476823018,isadora48@example.org,21 6986 8514,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,96642234,1971-07-16,46-55,Engenheiro florestal,Vasconcelos Barbosa Ltda.,Alto,1.87,75.0,21.4,50913,3517256440518288,794,18,2020-10-10 02:21:36
31,Dra. Luísa Fogaça,037.681.495-01,713865246,lunnaduarte@example.com,(021) 7416-1923,Endereço Anonimizado,Cidade Anonimizada,Paraná,39497473,1984-03-16,36-45,Copeiro,Melo Almeida e Filhos,Alto,1.56,109.7,45.1,35600,4822896270695157,451,12,2024-09-15 04:43:26
32,Hadassa Câmara,405.269.187-30,465318708,lucasmelo@example.org,0500 210 5523,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,37904641,1989-05-28,36-45,Neurocirurgião,Pacheco Cavalcante e Filhos,Alto,1.81,80.5,24.6,88217,370862938338386,629,3,2023-11-18 01:02:07
33,Davi Gonçalves,193.570.842-23,614072359,luiz-otavio36@example.net,+55 (084) 3887 6207,Endereço Anonimizado,Cidade Anonimizada,São Paulo,43125715,1995-02-25,26-35,Líder comunitário,da Conceição Ltda.,Médio,1.94,70.9,18.8,79273,4832120995083971,452,18,2021-07-29 08:38:39
34,Dra. Maria Júlia da Rocha,087.129.645-49,203471568,ana-juliasampaio@example.net,21 1473-6357,Endereço Anonimizado,Cidade Anonimizada,Paraíba,91292-562,1971-08-26,46-55,Atleta de arremesso de peso,Azevedo Ltda.,Alto,1.86,62.7,18.1,29229,6011239494568148,428,3,2024-05-13 03:05:13
35,Matteo Câmara,371.248.650-26,806271358,luigida-mota@example.net,+55 41 6411-5513,Endereço Anonimizado,Cidade Anonimizada,Rio de Janeiro,32494829,1971-08-24,46-55,Geólogo,Pacheco,Médio-Baixo,1.83,54.6,16.3,96362,213198258250807,539,6,2020-11-12 01:41:13
36,Maria Clara Rezende,284.601.759-01,873016257,camposmaria-eduarda@example.com,61 3484 6646,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,64621807,1996-01-27,26-35,Harpista,Dias,Alto,1.79,113.2,35.3,85256,3554712479343174,431,7,2024-06-27 18:41:46
37,Luna Ramos,968.475.130-39,601725347,vitorsampaio@example.net,61 4204-1797,Endereço Anonimizado,Cidade Anonimizada,Tocantins,29572-151,1986-05-10,36-45,Senador,Câmara,Médio-Baixo,1.63,63.5,23.9,42147,4060176188951,628,15,2023-10-15 02:39:18
38,Gael Henrique Albuquerque,387.526.910-12,845132672,qporto@example.org,+55 (041) 7108-1282,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,75711-215,1946-12-12,65+,Cozinheira,Freitas,Médio,1.95,53.5,14.1,68822,4201244159000,774,4,2021-04-23 04:28:39
39,Sra. Gabriela Cunha,750.912.486-76,547263107,cnovais@example.org,+55 41 4182 2542,Endereço Anonimizado,Cidade Anonimizada,Acre,10255043,1996-01-24,26-35,Marechal,Pacheco Ltda.,Médio,1.77,66.8,21.3,9082,30321575109834,815,1,2021-11-30 16:54:32
40,Kevin da Mota,927.564.081-58,10364782X,yda-mata@example.com,71 3799 3155,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,41927-242,1984-02-19,36-45,Mensageiro,Rezende,Alto,1.75,106.2,34.7,14889,4581383482512372,691,6,2022-03-21 04:58:10
41,Maria Luísa Siqueira,146.037.285-90,643280157,eduardasampaio@example.com,11 7942 9322,Endereço Anonimizado,Cidade Anonimizada,Pará,12726-760,2004-09-18,18-25,Arqueólogo,da Mota Azevedo S/A,Médio,1.75,107.8,35.2,91557,348478703942473,628,12,2022-01-20 01:17:33
42,Dr. Felipe Fonseca,263.509.781-02,208136757,jose01@example.com,+55 (031) 4703 6954,Endereço Anonimizado,Cidade Anonimizada,Tocantins,46250-115,1971-04-02,46-55,Eletricista,Costela e Filhos,Alto,1.91,69.1,18.9,80214,3571131765146275,380,12,2021-10-12 08:45:08
43,Maria Cecília da Cunha,740.583.619-48,614203788,caiobarros@example.org,(051) 9164 9598,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,70054-385,2004-11-28,18-25,Geólogo,Melo S.A.,Baixo,1.56,117.5,48.3,91965,3565403255356492,701,16,2023-12-05 12:59:53
44,Dr. Ravi Marques,342.187.056-07,214687351,hleao@example.net,(061) 4004-6206,Endereço Anonimizado,Cidade Anonimizada,Rondônia,79591-809,2003-07-05,18-25,Amolador de ferramentas,Garcia,Alto,1.96,95.9,25.0,41073,3502943282598844,625,11,2022-12-24 00:45:46
45,Dr. Josué Câmara,163.720.895-21,051682473,nogueiramaria-vitoria@example.org,81 6246-9050,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,45344-922,1953-03-13,65+,Chapeiro,Santos,Médio,1.99,51.2,12.9,48263,4950489547844180,681,7,2022-09-11 22:40:16
46,Amanda Almeida,964.381.207-31,514762032,silvabianca@example.com,+55 31 5451-2281,Endereço Anonimizado,Cidade Anonimizada,Piauí,42097-721,1987-01-20,36-45,Promotor de vendas,Souza S/A,Alto,1.78,62.9,19.9,90760,6567935672224945,352,5,2024-08-20 00:19:46
47,Luara da Paz,405.918.267-20,81567420X,lopeslucca@example.com,84 0372-9422,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,41634-353,1964-11-12,56-65,Desenhista,Teixeira S/A,Baixo,1.65,72.3,26.6,87314,587257138509,465,4,2021-05-03 17:48:54
48,Josué Vieira,267.951.804-76,120487639,isaque46@example.net,(011) 0926-1849,Endereço Anonimizado,Cidade Anonimizada,Amazonas,48419-147,1983-01-08,36-45,Profissional de relações públicas,da Conceição Fogaça Ltda.,Médio,1.79,65.0,20.3,78408,6011425657482058,431,14,2022-03-30 09:17:00
49,Pedro Lucas Viana,480.637.592-65,436850278,sampaiopietra@example.org,+55 31 6788 5032,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,40488963,1985-04-09,36-45,Gastrônomo,Lima Siqueira S.A.,Baixo,1.92,90.7,24.6,89622,6549899028975928,734,15,2022-06-02 23:46:24
50,Davi Lucca Nunes,160.327.845-17,230617852,gabriel50@example.org,71 9264 9633,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,67859150,1960-06-21,56-65,Tecnólogo em papel e celulose,Cirino,Baixo,1.64,115.1,42.8,54735,3549423364151734,728,14,2023-12-02 15:54:57
51,Julia Andrade,342.980.165-60,013874627,dommarques@example.com,21 5257 3310,Endereço Anonimizado,Cidade Anonimizada,Rondônia,63985-444,1990-06-15,26-35,Físico nuclear,Cavalcanti Ltda.,Alto,1.64,88.0,32.7,57943,6011861794598788,534,13,2021-06-12 01:56:01
52,Maria Luiza das Neves,845.129.607-67,160247834,ceciliaporto@example.org,+55 11 2496-4101,Endereço Anonimizado,Cidade Anonimizada,Acre,99450818,1950-01-04,65+,Alpinista,Oliveira Barros Ltda.,Alto,1.77,100.3,32.0,20018,346952770138480,601,0,2022-07-11 16:46:46
53,Sr. Gustavo Jesus,307.486.519-93,017534264,lararibeiro@example.net,41 1340-9846,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,50146242,2007-03-31,18-25,Serralheiro,Nunes - EI,Alto,1.93,86.9,23.3,24765,6521930612273735,781,10,2023-04-26 20:30:21
54,Francisco Nunes,406.917.325-07,458327165,ana-cecilia44@example.com,41 3497 2223,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,74681-338,1968-03-06,56-65,Manobrista,Rodrigues e Filhos,Médio,1.89,115.9,32.4,62523,180089217789416,382,2,2023-03-07 06:44:19
55,Luiz Henrique Costa,906.823.574-56,835271407,dantearaujo@example.org,+55 21 6525-8744,Endereço Anonimizado,Cidade Anonimizada,Rondônia,05323-528,2001-08-26,18-25,Técnico em tratamento de água,Santos Teixeira - EI,Médio,1.59,119.4,47.2,91363,4822602019484,424,2,2021-10-01 19:53:24
56,Ana Cecília Ferreira,465.139.820-06,174380562,eduarda61@example.org,11 1980 2078,Endereço Anonimizado,Cidade Anonimizada,Amapá,85651258,1994-05-03,26-35,Radialista,Fonseca Ltda.,Alto,1.59,79.1,31.3,27655,213180613997173,437,20,2025-07-11 06:06:01
57,Luísa Monteiro,574.062.183-62,205376411,das-nevesana-livia@example.net,+55 (011) 2181-3592,Endereço Anonimizado,Cidade Anonimizada,Goiás,97480649,1967-11-29,56-65,Odontologista preventivo e social,Leão e Filhos,Alto,1.68,117.3,41.6,91898,6579698311057243,322,5,2024-03-25 00:38:30
58,Calebe Pacheco,483.629.107-04,574162033,kamilly09@example.com,+55 31 1328 7683,Endereço Anonimizado,Cidade Anonimizada,Piauí,74423402,1970-12-13,46-55,Designer de interiores,Porto,Alto,1.79,69.3,21.6,57034,3534159859885769,389,4,2020-12-09 23:04:19
59,Anna Liz Dias,196.278.543-28,832716509,psales@example.net,+55 (021) 2357 7936,Endereço Anonimizado,Cidade Anonimizada,Piauí,67783647,1999-02-27,26-35,Engenheiro petroquímico,Lopes,Alto,1.52,89.0,38.5,53337,4726637985066,335,10,2024-03-30 15:14:17
60,Davi Lucca Gomes,738.942.501-60,206453784,almeidaenzo@example.org,(081) 3633-7972,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,64934-627,1999-09-18,26-35,Tecnólogo em processos químicos,Machado das Neves - EI,Alto,1.84,63.8,18.8,32638,4837237598983513408,484,3,2022-08-14 21:36:57
61,Nicolas das Neves,408.521.673-26,01348526X,pedro-lucas19@example.net,+55 (031) 1552-0816,Endereço Anonimizado,Cidade Anonimizada,Paraíba,36286412,1970-02-04,46-55,Terapeuta Holístico,da Conceição Vasconcelos S/A,Alto,1.99,71.6,18.1,43757,343213920581852,357,20,2023-02-24 00:15:13
62,Milena Cavalcanti,129.387.056-03,516483201,oliviasilveira@example.com,31 2477 4817,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,96403-292,2003-07-13,18-25,Pára-quedista,Albuquerque,Alto,1.94,85.4,22.7,90002,4186017944151068296,641,18,2024-08-22 01:39:38
63,Laís Cirino,748.026.351-17,152304861,maria-helena16@example.net,+55 (071) 3785 0459,Endereço Anonimizado,Cidade Anonimizada,Bahia,35660-614,1969-03-04,56-65,Caminhoneiro,Cavalcanti Pacheco S/A,Médio-Baixo,1.67,99.6,35.7,16132,3535557868826907,464,11,2023-03-06 01:48:25
64,Mariana da Luz,823.617.490-50,541706287,benjamin74@example.org,84 0181-5408,Endereço Anonimizado,Cidade Anonimizada,Goiás,84017-870,1975-05-19,46-55,Senador,da Mota S/A,Alto,1.61,55.1,21.3,63600,4264893581205,716,20,2022-10-17 05:16:14
65,Lorenzo Monteiro,582.976.310-95,564182734,urodrigues@example.org,41 3883-6262,Endereço Anonimizado,Cidade Anonimizada,Ceará,90621-055,1948-04-17,65+,Administrador público,Mendonça S.A.,Alto,1.95,65.0,17.1,18367,3565241550661707,486,20,2022-02-10 08:56:39
66,Vitória Costa,369.748.120-78,182436056,jpeixoto@example.org,(041) 5195-1457,Endereço Anonimizado,Cidade Anonimizada,Roraima,35499266,1971-05-30,46-55,Engenheiro metalúrgico,Teixeira da Rocha e Filhos,Alto,1.96,82.0,21.3,83242,2583313380369890,794,14,2023-07-12 23:15:35
67,Gustavo Castro,175.249.806-20,028657317,pietra36@example.com,0500 081 4220,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,65665972,2000-03-04,18-25,Patinador,Porto,Médio,1.92,54.7,14.8,94294,6011273603239143,713,7,2023-06-10 17:47:46
68,Matheus da Mota,514.306.729-43,782416354,marianejesus@example.com,(031) 9714-5259,Endereço Anonimizado,Cidade Anonimizada,Sergipe,71895568,1968-11-23,56-65,Engenheiro de transportes,Vieira,Médio,1.98,112.9,28.8,13876,4946203168307899,695,0,2022-09-23 12:17:03
69,Sabrina Casa Grande,802.796.345-10,453782061,henrycassiano@example.net,21 0512 5562,Endereço Anonimizado,Cidade Anonimizada,Paraná,54330-599,1955-08-29,65+,Jornaleiro,Câmara,Médio,1.94,116.4,30.9,20432,4303381295444459,585,20,2023-06-01 01:11:14
70,Ísis Moreira,704.298.316-50,815346207,marcela37@example.org,+55 21 3544 0095,Endereço Anonimizado,Cidade Anonimizada,Roraima,53268-278,1967-01-10,56-65,Tecnólogo em tecnologia da madeira,Cirino,Médio,1.72,80.7,27.3,77419,4052555193027903,844,5,2024-06-12 18:18:59
71,Sra. Eloá Cavalcante,903.562.871-30,301864275,leonardocaldeira@example.net,0300 211 0163,Endereço Anonimizado,Cidade Anonimizada,Amazonas,89031-507,1986-08-20,36-45,Administrador,Dias Ltda.,Médio,1.9,90.3,25.0,60076,371913477834779,565,18,2022-10-31 06:38:49
72,Paulo da Mata,132.960.587-02,205817348,yago34@example.net,+55 84 5826 9189,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,76743-781,2000-10-06,18-25,Sonoplasta,Monteiro Gonçalves - EI,Alto,1.97,97.7,25.2,18516,213153967031782,309,0,2023-08-17 15:37:05
73,Diogo Leão,279.036.451-61,047865325,ucasa-grande@example.net,+55 84 3820 9344,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,97777-070,1974-09-30,46-55,Assistente de direção,Cirino,Alto,1.95,111.3,29.3,56242,676281070331,585,1,2023-05-05 00:23:48
74,Otávio Gomes,147.539.062-99,021843752,cpeixoto@example.org,41 4616 6236,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,70673-901,1959-02-27,65+,Tecnólogo em esporte e lazer,Pastor,Alto,1.88,116.6,33.0,40395,561736498099,820,9,2024-02-09 05:44:41
75,Emanuel Cassiano,843.279.560-74,376810543,nda-paz@example.net,+55 (011) 8953 5063,Endereço Anonimizado,Cidade Anonimizada,Paraíba,35698550,1961-02-14,56-65,Fiscal,Araújo da Cunha - ME,Médio,1.94,96.1,25.5,60164,4368956437137970,608,12,2023-05-21 07:55:11
76,Bernardo Leão,209.413.685-05,287634516,joao-gabrielvasconcelos@example.org,+55 (071) 2266 0876,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,09642-662,2001-12-14,18-25,Tenente,Vasconcelos Lima - ME,Baixo,1.72,67.6,22.9,83604,4913534376345827322,750,8,2022-07-28 05:18:05
77,Davi Lucca Vieira,342.658.791-28,407218361,limaisadora@example.org,(011) 8711-7209,Endereço Anonimizado,Cidade Anonimizada,Roraima,92477-047,1959-02-21,65+,Dançarino,Lopes,Alto,1.69,110.4,38.7,89684,180046078756959,370,0,2025-02-19 19:11:43
78,Eloá Gomes,326.095.847-92,816037243,ana48@example.org,0800-361-9216,Endereço Anonimizado,Cidade Anonimizada,Ceará,05880-382,1998-12-06,26-35,Mecanógrafo,Ribeiro Jesus Ltda.,Médio,1.61,112.0,43.2,48932,6563618031933349,483,1,2023-01-08 23:47:37
79,João Vitor Leão,760.584.193-01,157603428,helena07@example.com,84 8324-6467,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,64870207,1959-05-07,65+,Escritor,Farias,Alto,1.76,90.4,29.2,17980,501800660521,440,6,2021-09-15 14:37:56
80,Sra. Zoe Peixoto,054.876.392-56,085721360,zoefernandes@example.com,+55 (061) 6530-4460,Endereço Anonimizado,Cidade Anonimizada,Rondônia,73857190,1973-05-31,46-55,Assistente administrativo,Dias - EI,Médio,1.8,82.3,25.4,32305,5200301828252030,325,6,2024-03-12 22:25:49
81,Caleb Cavalcante,023.897.456-10,416275308,danilocassiano@example.org,0500-532-7642,Endereço Anonimizado,Cidade Anonimizada,Amapá,39126-173,1974-08-10,46-55,Brigadeiro,Camargo - ME,Alto,1.62,108.0,41.2,39513,4825128770603755,629,6,2023-02-20 10:50:00
82,Davi Lucas Albuquerque,507.129.683-77,152047384,theo63@example.net,41 2542-5624,Endereço Anonimizado,Cidade Anonimizada,Ceará,25125-223,1957-06-20,65+,Engenheiro de minas,da Cruz Silva Ltda.,Alto,1.84,51.8,15.3,16083,6011294296455960,840,7,2021-02-13 02:24:43
83,Brayan Cassiano,690.134.258-60,785346028,davi-lucasaparecida@example.com,(081) 0343 8979,Endereço Anonimizado,Cidade Anonimizada,Tocantins,05810-868,1959-05-06,65+,Repórter,Pastor,Médio,1.51,99.8,43.8,16331,213192234191342,729,17,2025-03-20 07:39:13
84,Isadora Sales,426.791.803-13,304861753,liz84@example.org,+55 41 8081-8190,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,02199579,1947-02-21,65+,Geriatra,Montenegro,Alto,1.85,80.6,23.6,6626,4206228028253004,796,7,2022-05-23 01:19:54
85,Lívia Albuquerque,861.340.257-71,380261571,anthony-gabrielrodrigues@example.com,+55 (011) 3991 8959,Endereço Anonimizado,Cidade Anonimizada,Roraima,16148-087,1996-12-14,26-35,Agente de defesa sanitária,Sales S/A,Alto,1.97,55.0,14.2,64658,4178655483446256725,313,0,2022-10-15 12:24:58
86,Calebe Camargo,845.236.701-53,851472631,guerraanna-liz@example.org,51 1929 1449,Endereço Anonimizado,Cidade Anonimizada,Tocantins,43165406,1961-11-29,56-65,Administrador de redes,Rezende - EI,Médio,1.74,108.3,35.8,68808,342494018522849,604,5,2022-06-02 13:50:07
87,Eduardo Almeida,701.462.893-31,435108621,cassianosophie@example.org,+55 (021) 9404-5750,Endereço Anonimizado,Cidade Anonimizada,Alagoas,60078-273,2000-06-20,18-25,Ministro,Abreu S/A,Alto,1.67,61.8,22.2,13491,4381776242252266,838,12,2025-07-27 18:01:11
88,Dr. Renan Silveira,859.362.017-59,853267406,mgarcia@example.com,21 2922 9900,Endereço Anonimizado,Cidade Anonimizada,Paraná,56479483,1981-08-11,36-45,Artesão,Machado,Alto,1.61,114.7,44.2,56657,4364863505269822,794,2,2024-11-23 14:54:44
89,Valentim Borges,917.680.325-21,753461080,mcardoso@example.com,(084) 9983-4841,Endereço Anonimizado,Cidade Anonimizada,Paraíba,76624-812,1985-05-06,36-45,Ministro,Fonseca,Médio,1.7,95.7,33.1,22599,4231390109018828,360,15,2022-12-05 23:27:37
90,Sra. Clara Oliveira,381.592.407-32,182504670,lucas07@example.org,(061) 7037-0599,Endereço Anonimizado,Cidade Anonimizada,São Paulo,99263017,1966-11-14,56-65,Ginasta artística,Marques,Médio,1.75,81.8,26.7,37147,4771944782374498,735,7,2023-02-04 00:56:39
91,Luana Machado,493.172.650-06,062317854,fogacamarcos-vinicius@example.net,(011) 4728-6774,Endereço Anonimizado,Cidade Anonimizada,Paraíba,54968229,1971-08-29,46-55,Cientista de alimentos,Rocha Araújo Ltda.,Alto,1.83,62.3,18.6,11282,4709073196238663629,728,6,2024-01-01 14:29:00
